id,path
967,11 9 53 14 15 13 10 8
60,5 18 19 25 4
76,11 9 12 26 27 13 4
458,22 28 14 15 33 38 10 4
963,11 9 53 14 15 13 10 4
59,5 18 19 25 8
459,22 28 14 15 33 38 10 8
841,5 9 37 32 33 15 78 10 8
842,5 9 37 32 33 15 78 10 4
614,22 43 63 69 28 14 15 66 10 8
487,11 9 37 38 68 10 4
882,11 9 43 75 28 14 15 29 44 10 4
613,22 43 63 69 28 14 15 66 10 4
24,11 17 18 19 15 7 8
65,5 24 18 19 25 4
106,5 9 30 32 33 15 13 4
662,11 9 28 32 33 31 20
23,11 17 18 19 15 7 4
66,5 24 18 19 25 8
209,5 2 3 36
694,5 9 12 13 13 4
881,11 9 43 75 28 14 15 29 44 10 8
784,11 9 43 75 76 44 10 8
123,11 6 14 15 27 10 8
912,5 9 26 26 26 14 15 13 10 8
783,11 9 43 75 76 44 10 4
1010,5 12 12 14 15 29 13 4
124,11 6 14 15 27 10 4
911,5 9 26 26 26 14 15 13 10 4
354,22 58 14 18 55 56 19 4
578,5 9 53 14 15 33 29 20
97,5 9 28 32 33 31 10 8
380,5 12 58 14 18 55 56 19 4
98,5 9 28 32 33 31 10 4
679,22 30 32 33 15 33 29 20
89,11 9 28 29 20
565,11 9 26 14 65 66 71 15 27 20
883,11 9 43 28 14 15 29 10 4
439,5 9 37 32 33 15 33 29 10 4
438,5 9 37 32 33 15 33 29 10 8
872,5 9 43 75 28 14 15 29 10 4
884,11 9 43 28 14 15 29 10 8
611,22 26 26 26 14 15 29 70 64 44 20
21,11 9 12 14 15 16 10 4
114,11 9 35 32 33 15 13 4
121,11 6 14 15 7 8
122,11 6 14 15 7 4
811,5 12 13 13 13 4
406,5 9 28 29 60 20
1032,22 26 26 26 14 15 27 27 10 8
1033,22 26 26 26 14 15 27 27 10 4
520,11 9 63 64 44 10 4
8,5 9 12 13 10 4
7,5 9 12 13 10 8
825,22 59 60 44 10 8
519,11 9 63 64 44 10 8
824,22 59 60 44 10 4
327,5 9 12 14 18 55 56 3 4
699,11 9 26 27 73 13 4
269,11 9 45 49 50 51 15 29 48 10 4
705,5 9 45 65 66 15 27 10 8
270,11 9 45 49 50 51 15 29 48 10 8
926,5 12 26 26 14 15 33 29 10 4
972,5 9 12 14 15 13 10 4
175,5 9 26 27 27 27 20
704,5 9 45 65 66 15 27 10 4
326,5 9 12 14 18 55 56 3 36
486,11 9 37 38 68 10 8
861,5 6 14 15 54 54 10 8
370,5 2 55 56 3 4
533,22 43 63 69 70 64 10 4
170,11 9 26 27 27 27 10 4
885,5 9 43 28 14 15 29 10 4
971,5 9 12 14 15 13 10 8
534,22 43 63 69 70 64 10 8
556,5 9 65 66 15 27 20
169,11 9 26 27 27 27 10 8
886,5 9 43 28 14 15 29 10 8
448,11 6 14 15 29 10 8
920,22 12 14 15 27 10 8
780,5 9 43 75 76 44 20
